MeanEMG1,MeanEMG2,MeanEMG3,MeanEMG4,MeanEMG5,MeanEMG6,MeanEMG7,MeanEMG8,StdEMG1,StdEMG2,StdEMG3,StdEMG4,StdEMG5,StdEMG6,StdEMG7,StdEMG8,MinEMG1,MinEMG2,MinEMG3,MinEMG4,MinEMG5,MinEMG6,MinEMG7,MinEMG8,MaxEMG1,MaxEMG2,MaxEMG3,MaxEMG4,MaxEMG5,MaxEMG6,MaxEMG7,MaxEMG8,MeanXAccel,MeanYAccel,MeanZAccel,StdXAccel,StdYAccel,StdZAccel,MinXAccel,MinYAccel,MinZAccel,MaxXAccel,MaxYAccel,MaxZAccel,Category
-0.926694560669,-1.02574616457,-0.994951185495,-0.939330543933,-0.984825662483,-0.947168758717,-0.933389121339,-0.931129707113,3.87540770015,5.71556645689,8.7972262496,10.4453227522,5.57009631123,3.03277261732,3.44635607788,3.66987061911,-37.0,-58.0,-107.0,-81.0,-20.0,-18.0,-28.0,-76.0,25.0,47.0,91.0,57.0,32.0,13.0,30.0,53.0,0.141345456995,-0.582963265854,0.864539255401,0.113823231494,0.0376784582125,0.0374779883555,-0.0561523,-0.730957,0.682617,0.339355,-0.458984,0.956543,Down
-0.944025157233,-1.02345013477,-1.03611859838,-0.983288409704,-1.02452830189,-0.957592093441,-0.926145552561,-0.921563342318,4.58269503131,5.88044216025,16.3709680151,8.92005290063,6.02047288425,3.53111526292,4.83970815236,2.94,-17.0,-36.0,-48.0,-39.0,-28.0,-14.0,-32.0,-30.0,14.0,34.0,64.0,26.0,31.0,19.0,35.0,18.0,0.427683705063,-0.325612275105,0.894099024895,0.151737640074,0.0507548909064,0.0507242913682,0.130371,-0.635254,0.816895,0.762207,-0.219238,1.09033,Down
-0.898152812762,-1.02174643157,-1.04643157011,-0.924097397145,-0.983795130143,-0.963811922754,-0.936523929471,-0.911838790932,4.04220989872,4.26986271575,7.82615765466,7.11921057461,5.21867257171,2.93809328682,3.87330487923,2.93278553883,-22.0,-25.0,-47.0,-32.0,-17.0,-13.0,-35.0,-22.0,18.0,42.0,38.0,33.0,21.0,19.0,18.0,21.0,0.430450127778,-0.319702707937,0.902199730159,0.117431963317,0.0500836239471,0.0417712472145,0.158691,-0.591797,0.819336,0.705566,-0.149414,1.104,Down
-0.934274509804,-0.993803921569,-1.04517647059,-0.987764705882,-1.02862745098,-0.931607843137,-0.92462745098,-0.922901960784,3.89785451361,7.74524041292,11.1873745038,8.21739689874,5.45411099521,3.0234099914,3.24556687219,2.11278952169,-18.0,-55.0,-94.0,-41.0,-18.0,-16.0,-35.0,-16.0,11.0,35.0,79.0,31.0,24.0,16.0,17.0,18.0,0.444742650916,-0.351727435897,0.88188407033,0.088638545002,0.0376021515959,0.0310000607598,0.248047,-0.477051,0.789551,0.637207,-0.279297,0.993652,Down
-0.876747608536,-1.00198675497,-1.06813833701,-0.953495217071,-1.01383370125,-0.946504782929,-0.901692420898,-0.901177336277,4.58805829527,6.41073366075,16.0134605801,7.41461064324,5.25351065002,2.74163981984,3.57388435787,2.07833289923,-29.0,-35.0,-75.0,-24.0,-16.0,-12.0,-40.0,-11.0,22.0,42.0,59.0,27.0,17.0,8.0,16.0,11.0,0.449707972607,-0.326699785809,0.88803859901,0.0975094576866,0.0357495432816,0.0316884723392,0.228027,-0.501465,0.82666,0.595215,-0.26709,0.97168,Down
-0.899738048461,-0.98218729535,-1.05245579568,-0.904518664047,-0.968303863785,-0.948592010478,-0.921283562541,-0.924361493124,4.26801134827,8.46849062915,12.9213840355,8.40614097007,5.40030995959,2.89380074022,2.69808392371,3.25166682745,-20.0,-75.0,-62.0,-31.0,-17.0,-10.0,-20.0,-22.0,25.0,71.0,79.0,25.0,19.0,11.0,17.0,35.0,0.39571979881,-0.331393832738,0.90877369256,0.124816439175,0.0296049484759,0.0477048215886,0.187012,-0.458984,0.801758,0.612793,-0.259277,0.993652,Down
-0.896322657177,-0.916725978648,-1.00071174377,-0.908659549229,-1.03570581257,-0.922538552788,-0.920996441281,-0.921826809015,5.24689988247,10.482793493,18.4865980649,10.7882084818,6.88076312226,3.64162689055,7.56397893409,5.00584881639,-30.0,-70.0,-79.0,-40.0,-25.0,-11.0,-97.0,-52.0,19.0,70.0,73.0,39.0,29.0,16.0,57.0,41.0,0.405688373939,-0.383974378182,0.891485557576,0.143674976929,0.0500876968812,0.0491425484977,0.136719,-0.564941,0.763184,0.687012,-0.169434,1.04541,Down
-1.04202898551,-0.990499194847,-1.17600644122,-1.05249597424,-1.02737520129,-0.998550724638,-0.943317230274,-0.997262479871,6.25988445614,10.1367197945,19.6440513447,8.83197534093,5.85271196012,3.45110665921,3.4184044646,2.62401059999,-24.0,-66.0,-71.0,-31.0,-18.0,-14.0,-24.0,-10.0,29.0,55.0,66.0,28.0,32.0,16.0,26.0,14.0,0.431936147368,-0.365519227193,0.890872183333,0.117542059241,0.0501005042372,0.0366116318215,0.194824,-0.525391,0.829102,0.657715,-0.229004,0.99707,Down
-0.923004694836,-0.95289514867,-1.01142410016,-1.01580594679,-0.953834115806,-0.896870109546,-0.931142410016,-0.898122065728,5.53172297021,9.02029392422,13.3397294297,8.00922390179,5.71050459367,4.16141964095,4.41447656079,2.35135586286,-23.0,-63.0,-89.0,-39.0,-16.0,-22.0,-27.0,-10.0,24.0,42.0,70.0,27.0,20.0,31.0,17.0,7.0,0.508221019658,-0.325673149573,0.855243744444,0.135005537573,0.0468933772047,0.0521925127861,0.243164,-0.505371,0.741699,0.733398,-0.212402,1.02148,Down
-0.860675883257,-0.941321044547,-0.906144393241,-0.974347158218,-0.93732718894,-0.850844854071,-0.916589861751,-0.929953917051,4.36289471424,5.00125736058,12.5183004381,8.79990419461,5.85098883339,2.56416435884,2.43375107446,3.03102689964,-19.0,-18.0,-47.0,-39.0,-20.0,-10.0,-12.0,-14.0,13.0,15.0,41.0,38.0,19.0,6.0,12.0,29.0,0.422574428205,-0.347161304274,0.901345917094,0.120072321994,0.041843043815,0.0386407902987,0.17627,-0.501465,0.830078,0.575195,-0.19043,0.984375,Down
-0.896943231441,-0.883406113537,-0.919359534207,-0.908151382824,-0.976273653566,-0.900436681223,-0.910480349345,-0.940465793304,5.76586963858,13.7133579596,19.4811090793,10.6502036285,7.63974332974,4.48984625883,4.2969255167,4.37099331928,-23.0,-60.0,-73.0,-45.0,-23.0,-16.0,-25.0,-19.0,20.0,45.0,67.0,43.0,44.0,16.0,26.0,29.0,0.415240578571,-0.393384866667,0.887450021429,0.125102207915,0.0571912981531,0.0497484412844,0.164551,-0.622559,0.780273,0.578125,-0.232422,1.08252,Down
-0.922893588453,-0.99513259483,-0.995971802618,-0.919939577039,-1.01346089292,-0.934206109433,-0.887042631756,-0.915240013427,4.0023958008,7.13880296709,15.3828862445,8.12682370293,5.27954178794,3.87630938515,3.321215654,3.18692450442,-25.0,-55.0,-72.0,-38.0,-30.0,-31.0,-32.0,-29.0,26.0,45.0,85.0,38.0,52.0,47.0,40.0,32.0,0.494000799003,-0.27426917463,0.880055004701,0.0765210459747,0.0491280190002,0.0377299283576,0.220215,-0.633789,0.740234,0.782715,0.0429688,1.21289,Down
-0.874224021592,-0.910391363023,-0.943994601889,-0.997570850202,-1.00472334683,-0.911740890688,-0.930229419703,-0.970175438596,4.20157400418,4.42460587579,13.6458664927,7.37846995966,5.14990573608,2.76248573792,3.09426229451,1.87854544722,-20.0,-17.0,-70.0,-30.0,-14.0,-10.0,-18.0,-8.0,17.0,14.0,46.0,23.0,19.0,11.0,14.0,5.0,0.470400839716,-0.338686861702,0.87897328156,0.125769513248,0.0360305336024,0.0438721238113,0.169434,-0.469727,0.828613,0.62207,-0.273438,1.01172,Down
-0.895406360424,-0.983627797409,-0.856419316843,-0.873969375736,-1.04369846879,-0.985159010601,-0.896702002356,-0.895053003534,5.40818160332,7.36890620661,10.8055814885,8.72777302781,5.14364562532,3.52267357636,4.4713594751,2.21638960689,-24.0,-42.0,-48.0,-30.0,-14.0,-18.0,-47.0,-12.0,20.0,41.0,39.0,25.0,15.0,11.0,32.0,8.0,0.309176491667,-0.357044329762,0.946296892857,0.0788139066346,0.0460406844597,0.0261518700698,0.130859,-0.514648,0.885254,0.430176,-0.296387,1.01611,Down
-0.973216885007,-1.06404657933,-0.898835516739,-0.929112081514,-0.957059679767,-0.906841339156,-1.01179039301,-0.93231441048,6.27820479256,10.3151849563,22.486326461,7.48191035988,6.76588885277,6.04651783939,8.49332622411,3.27641369878,-16.0,-42.0,-87.0,-36.0,-18.0,-28.0,-26.0,-10.0,15.0,31.0,89.0,21.0,22.0,27.0,42.0,9.0,0.419218803704,-0.287126640741,0.918108014074,0.0679295437363,0.0956069884432,0.021070918882,0.267578,-0.476562,0.87207,0.593262,-0.103027,0.992676,Down
-0.891812865497,-0.944444444444,-1.03520467836,-0.933333333333,-0.959649122807,-0.998830409357,-0.971812865497,-0.879415204678,7.11227144075,16.2997252071,18.6456003962,10.2691061815,5.89555736611,5.7326300406,11.0601954799,3.28108949864,-25.0,-53.0,-71.0,-36.0,-20.0,-30.0,-36.0,-10.0,23.0,55.0,67.0,44.0,31.0,29.0,60.0,14.0,0.3808279875,-0.253699925,0.943261408929,0.104554531618,0.0706209073482,0.0251099275537,0.1875,-0.424805,0.859375,0.517578,-0.12793,0.999023,Down
-0.949839228296,-2.15423365488,-1.16463022508,-0.991211146838,-0.996248660236,-0.959914255091,-0.930332261522,-0.964308681672,7.91108186426,27.8332336018,18.0816927431,8.82743051016,5.71344177839,4.34460648809,6.43741227642,2.91384209911,-28.0,-115.0,-88.0,-28.0,-18.0,-12.0,-27.0,-11.0,44.0,117.0,60.0,29.0,19.0,18.0,46.0,8.0,0.344747740741,-0.324721240212,0.940971646032,0.102367361433,0.0493667982978,0.0304531142509,0.142578,-0.550781,0.88916,0.486816,-0.186523,1.06641,Down
-0.887249544627,-1.26612021858,-0.900546448087,-0.926229508197,-0.967213114754,-0.861566484517,-0.921857923497,-0.887067395264,7.85804745178,27.1670772176,18.9806321205,9.5599639737,5.96213726877,4.34658997705,8.68910432656,3.01303608283,-27.0,-92.0,-67.0,-27.0,-23.0,-12.0,-39.0,-10.0,27.0,81.0,51.0,33.0,20.0,16.0,50.0,8.0,0.319696016424,-0.31826335914,0.961478511828,0.153543390608,0.0518175660871,0.0413690925005,-0.00585938,-0.591309,0.900391,0.526855,-0.155273,1.12256,Down
-0.972287581699,-1.18640522876,-1.02287581699,-0.976209150327,-0.939346405229,-0.994248366013,-1.01816993464,-0.933333333333,5.34014135585,14.9486934986,18.711224867,7.25188002767,5.77572988833,4.52719279556,7.2734743678,2.55856564952,-18.0,-46.0,-66.0,-31.0,-18.0,-18.0,-36.0,-9.0,16.0,62.0,67.0,26.0,24.0,21.0,28.0,7.0,0.3191650482,-0.339687843333,0.949278997333,0.109994533987,0.0567031460312,0.0299371859106,0.0834961,-0.556641,0.859375,0.48291,-0.165527,1.01514,Down
-0.884816132859,-1.20308422301,-0.653618030842,-0.924317912218,-0.958837485172,-0.94650059312,-0.93084223013,-0.920521945433,7.15440020181,24.4287553815,23.5277879413,7.44549742071,5.11511196822,3.81707102599,4.9074726939,2.79668489644,-31.0,-88.0,-88.0,-31.0,-20.0,-16.0,-17.0,-10.0,26.0,97.0,77.0,23.0,16.0,11.0,16.0,8.0,0.329048010303,-0.343382152121,0.939999767879,0.10998697094,0.0469484267563,0.0345707619212,0.112793,-0.48877,0.842773,0.526855,-0.269043,1.03418,Down
-0.916064257028,-1.43306559572,-0.959036144578,-0.891432396252,-1.02222222222,-0.982329317269,-0.917135207497,-0.84109772423,7.53962669536,27.4556761526,19.0516219914,8.53796812751,6.70765225148,4.56165742826,8.57610989847,3.32223992078,-30.0,-85.0,-72.0,-25.0,-21.0,-15.0,-42.0,-10.0,20.0,109.0,61.0,23.0,20.0,13.0,50.0,14.0,0.322627534043,-0.339715928369,0.945545775177,0.108625345538,0.0384593716307,0.0281149057703,0.117676,-0.432617,0.89209,0.495117,-0.242188,1.01514,Down
-0.883728813559,-1.30485875706,-1.04237288136,-0.954802259887,-0.98384180791,-0.939435028249,-0.943276836158,-0.958757062147,6.48918119961,24.5933787107,11.3843896898,7.97368583708,5.84890794315,3.99154508618,7.13943262782,2.9067585971,-25.0,-104.0,-40.0,-26.0,-18.0,-16.0,-30.0,-12.0,24.0,104.0,35.0,27.0,20.0,27.0,34.0,9.0,0.340099667742,-0.314159676344,0.942748326344,0.110777743596,0.0605209476511,0.0333002207582,0.129883,-0.491211,0.827637,0.556152,-0.166504,1.01904,Down
-0.96186770428,-1.52762645914,-0.848378728923,-0.938910505837,-1.00155642023,-0.965499351492,-0.955252918288,-0.928793774319,7.19477199064,27.4817042888,18.2764244545,6.79579973432,4.73892845554,4.6954435969,7.22216149135,2.7264477863,-37.0,-94.0,-91.0,-24.0,-14.0,-23.0,-35.0,-9.0,16.0,98.0,61.0,20.0,14.0,35.0,58.0,10.0,0.29376529068,-0.320053096599,0.962370808163,0.126868931651,0.0554682426822,0.0348741725228,0.0454102,-0.57666,0.913086,0.532227,-0.120605,1.08008,Down
-0.980097680098,-1.70305250305,-0.973626373626,-0.958974358974,-0.945665445665,-0.973137973138,-0.934676434676,-0.896459096459,7.29030869981,32.753452484,22.6939392511,8.24616338432,5.05600839708,3.70758618812,7.31642729265,3.17214568129,-22.0,-128.0,-75.0,-23.0,-16.0,-14.0,-36.0,-13.0,25.0,118.0,58.0,34.0,19.0,14.0,34.0,10.0,0.215873544216,-0.346718790909,0.971131744242,0.139378856764,0.0404472164771,0.0359181412365,-0.012207,-0.478516,0.873535,0.476074,-0.22998,1.04297,Down
-0.901953601954,-1.06727716728,-0.914896214896,-0.956532356532,-1.01538461538,-0.901098901099,-0.930769230769,-0.915995115995,7.63596836076,10.8612951198,24.4436935826,8.865986637,6.00164078555,3.7781732649,5.86412155249,2.86818432021,-36.0,-73.0,-88.0,-32.0,-20.0,-14.0,-40.0,-21.0,29.0,50.0,75.0,37.0,31.0,12.0,44.0,9.0,0.294251333929,-0.3757210875,0.943470364881,0.0663107701444,0.046131788794,0.0203289991155,0.160156,-0.499512,0.856934,0.382324,-0.293457,0.986816,Down
-0.881242532855,-2.0880525687,-1.00298685783,-0.947072879331,-0.980525686977,-0.918040621266,-0.889247311828,-0.95651135006,7.31062424497,27.2295876731,20.4810640302,9.24110789566,6.73755044015,4.71686429962,5.63689008703,2.95677809179,-28.0,-102.0,-101.0,-32.0,-26.0,-15.0,-27.0,-15.0,24.0,84.0,89.0,32.0,21.0,12.0,32.0,9.0,0.287046862573,-0.356701717544,0.948684836257,0.103797716261,0.0352977062373,0.0279061776998,0.117676,-0.445312,0.859863,0.50293,-0.260254,1.00928,Down
-0.945350500715,-1.05708154506,-0.864377682403,-0.964234620887,-0.95808297568,-0.919313304721,-0.892417739628,-0.904864091559,8.23964034284,13.2544233727,22.0411889748,10.4100175932,5.07480318938,5.92949096634,6.52981155181,2.98011444491,-49.0,-52.0,-94.0,-35.0,-13.0,-21.0,-21.0,-12.0,27.0,28.0,61.0,53.0,19.0,25.0,29.0,12.0,0.411790675969,-0.278721236434,0.924478024806,0.103845539999,0.0692495261515,0.0353994621479,0.138672,-0.458496,0.836426,0.583984,-0.188965,1.02197,Down
-0.91785150079,-1.12859399684,-0.837282780411,-0.994944707741,-0.952290679305,-0.966982622433,-0.966034755134,-1.00521327014,7.10877782901,21.0945585236,20.79430344,10.4672903211,6.4209928598,9.22764189812,9.00371740357,3.39662567443,-27.0,-61.0,-63.0,-33.0,-25.0,-55.0,-30.0,-10.0,19.0,88.0,69.0,34.0,23.0,62.0,61.0,10.0,0.405015126316,-0.26278827193,0.934656857018,0.0940637249131,0.0756584677174,0.0263289366911,0.178711,-0.47998,0.886719,0.589355,-0.108398,0.991211,Down
-0.942566510172,-1.3386541471,-0.916118935837,-0.996870109546,-0.966979655712,-0.941001564945,-0.867292644757,-0.894522691706,11.5753353632,22.306838443,24.2405911607,9.94405840292,7.3337794776,5.63288015521,8.99935870341,4.6602630876,-66.0,-70.0,-81.0,-30.0,-33.0,-24.0,-27.0,-21.0,36.0,66.0,64.0,30.0,34.0,19.0,41.0,16.0,0.382138599145,-0.344315851282,0.915277770085,0.0921383104455,0.0702792849178,0.031246515493,0.183594,-0.498535,0.848633,0.530273,-0.20166,0.985352,Down
-0.925702811245,-1.24364123159,-1.15863453815,-1.04792503347,-0.886077643909,-0.876706827309,-0.937215528782,-0.929852744311,7.83145076178,23.290719971,19.4377798725,8.25418244717,5.18431562629,5.39520021817,6.72586942312,3.27498774716,-29.0,-87.0,-66.0,-26.0,-16.0,-21.0,-33.0,-17.0,24.0,127.0,67.0,43.0,21.0,26.0,33.0,10.0,0.324825325,-0.361629889583,0.933448511111,0.10823808266,0.0538431748797,0.0334518733579,0.117188,-0.583008,0.866211,0.480957,-0.21582,1.01611,Down
-0.967133520075,-1.46311858077,-0.949112978525,-0.978618113912,-1.01540616246,-1.00999066293,-0.95116713352,-0.968347338936,10.2881098312,20.0678600224,24.5453169292,8.60217117489,6.49311284179,7.74407454047,7.05811317061,3.48444440162,-64.0,-83.0,-91.0,-28.0,-17.0,-26.0,-40.0,-14.0,48.0,74.0,69.0,31.0,28.0,43.0,34.0,12.0,0.325382453468,-0.378468405405,0.917752072973,0.110408215948,0.0813398787351,0.0345361330769,0.081543,-0.839844,0.809082,0.483887,-0.255859,1.0498,Down
-0.854385964912,-1.13429027113,-0.85677830941,-0.899840510367,-0.919138755981,-0.875119617225,-0.869377990431,-0.903827751196,10.4980721612,22.8574193631,24.5457279748,7.96311162873,6.0874175208,5.69654469174,5.99951302075,2.76224316255,-36.0,-80.0,-89.0,-23.0,-18.0,-23.0,-28.0,-8.0,33.0,77.0,57.0,25.0,16.0,21.0,23.0,8.0,0.347786855135,-0.383814568468,0.919551941441,0.129908820812,0.0385480808646,0.0313220301799,0.0664062,-0.505859,0.861328,0.538086,-0.28125,0.987793,Down
-0.87225433526,-1.4676300578,-1.10674373796,-0.917919075145,-0.889210019268,-0.946242774566,-0.874373795761,-0.94527938343,8.54540483131,19.5756978241,23.9400909176,9.74552322953,6.65840663991,5.48472180847,7.98129123043,3.08795437298,-35.0,-89.0,-90.0,-38.0,-18.0,-19.0,-29.0,-14.0,23.0,77.0,66.0,28.0,19.0,19.0,66.0,14.0,0.352198534762,-0.400832927381,0.915522588095,0.118592852965,0.0444850064309,0.0365372383599,0.0356445,-0.567871,0.822754,0.539551,-0.293457,1.01855,Down
-0.881925925926,-0.856444444444,-0.971703703704,-1.03259259259,-0.934518518519,-1.01022222222,-0.877333333333,-0.922074074074,7.70610435097,21.9756363129,21.9068381406,8.70225519383,5.78612659372,6.3170809565,7.92030194894,3.14633688579,-26.0,-83.0,-84.0,-34.0,-21.0,-23.0,-44.0,-13.0,22.0,84.0,60.0,22.0,15.0,26.0,32.0,9.0,0.326333571061,-0.365116706818,0.92765727197,0.155876580225,0.0417916852819,0.0424527623365,0.0400391,-0.513672,0.878418,0.592285,-0.247559,1.0791,Down
-0.999023199023,-0.924053724054,-1.07252747253,-0.930525030525,-0.966910866911,-0.904761904762,-0.930525030525,-0.887301587302,6.59765864538,24.4798852132,20.3181333467,10.6018671817,6.47580200272,6.07702864736,8.92600263786,2.97671069195,-36.0,-118.0,-78.0,-49.0,-17.0,-24.0,-48.0,-14.0,16.0,109.0,49.0,38.0,23.0,31.0,90.0,19.0,0.328671559977,-0.337880284242,0.936660159394,0.165831341144,0.0628179672323,0.0411772762623,-0.0107422,-0.626465,0.893555,0.60498,-0.114258,1.07275,Down
-1.00609418283,-1.71117266851,-0.779686057248,-1.05318559557,-1.0297322253,-0.999076638966,-1.00175438596,-0.962880886427,9.18449405065,27.1106937811,26.8807835084,13.2653037667,7.3300517133,6.18931232963,10.9162299475,4.10408625608,-36.0,-110.0,-93.0,-53.0,-24.0,-26.0,-50.0,-15.0,28.0,98.0,106.0,44.0,25.0,26.0,56.0,14.0,0.42608855307,-0.23477999693,0.923006370175,0.0990540507156,0.103302889324,0.0253360932157,0.216309,-0.454102,0.848633,0.606934,-0.106445,0.986328,Down
